Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,
218,black eyed cowpeas raw,131,0.5,0.1,0.003,0.2,27.3,4.4,4.3,7.3,0,0.048,111.9,0,0.2,0.2,0,0.2,2.1,0.2,0.086,3.6,0,0,0,182.7,0.2,1.6,74,0.8,76.9,625,0.099,1.5,227.3,
219,edamame cooked,189,8.1,1,2,3.3,13.8,3.4,18.5,8.1,0,0.034,112.8,0.053,0,0.3,0.5,0,0.2,1.4,0.6,0.2,9.5,0,1.1,0.041,97.7,0.5,3.5,99.2,1.6,262,675.8,0,49.248,
220,black eyed cowpeas cooked,160,0.6,0.2,0.1,0.3,33.5,5.3,5.2,8.3,0,0.036,124.5,0,0,0.2,0.2,0,0.2,2.3,0.3,0.1,3.6,0,0.4,0,211.2,0.2,1.8,85.8,0.9,84.2,689.7,0.033,47.9,
221,hyacinth beans cooked,227,1.1,0.2,0.076,0.5,40.2,0,15.8,0,0,0,0.003,134.1,0,0.5,0.023,0,0.001,0.8,0.6,0.014,0,0,0,0,77.6,0.7,8.9,159.1,0.9,232.8,653.8,0.021,191.981,
222,cowpeas canned,185,1.3,0.3,0.1,0.6,32.7,0,11.4,7.9,0,0.7,191.1,0,0.2,0.1,0,0.2,0.8,0.5,0.1,6.5,0,0,0,48,0.3,2.3,67.2,0.7,168,412.8,0.061,1.7,110.1,
223,pinto beans cooked,245,1.1,0.2,0.2,0.3,44.8,0.6,15.4,15.4,0,0.085,107.6,0,0,0.3,0.3,0,0.1,0.5,0.4,0.4,1.4,0,1.6,0.097,78.7,0.4,3.6,85.5,0.8,251.4,745.6,0.064,77.502,
224,winged beans cooked,253,10,1.4,3.7,2.7,25.7,0,18.3,0,0,0.4,115.6,0,0.5,0.004,0,0.2,1.4,0.3,0.07,0,0,0,0,244.2,1.3,7.4,92.9,2.1,263.2,481.6,0.019,2.5,305.6,
225,pinto beans raw,67,0.24,0.05,0.04,0.08,12.07,0.41,4.13,2.99,0,0.0036,2.19,0,0.14,0.1,0,0.04,0.23,0.15,0.09,1.22,0,0.04,0.0062,21.81,0.17,0.98,33.97,0.22,79.32,268.85,0.0036,0.44,43.44,
226,black turtle beans raw,62.4,0.17,0.04,0.01,0.07,11.64,0.39,3.91,2.85,0,0.0041,2.02,0,0.17,0.08,0,0.04,0.36,0.17,0.05,0,0,0.04,0.0032,29.44,0.18,1.6,29.44,0.18,80.96,276,0.0005,0.4,49.61,
227,fava beans raw,512,2.3,0.4,0.5,0.9,87.4,8.6,39.2,37.5,0,0.1,16.5,0,0.8,0.6,0,0.5,4.2,1.5,0.5,2.1,0,0.057,0.073,154.5,1.2,10.1,288,2.4,631.5,1593,0.016,4.7,333.1,
228,lima beans canned,190,0.4,0.095,0.087,0.2,35.9,0,11.9,11.6,0,0.8,185.8,0,0.1,0.1,0,0.028,0.6,0.6,0.2,0,0,0,0,50.6,0.4,4.4,94,0.9,178.3,530.2,0.025,1.6,114.8,
229,hyacinth beans raw,72.2,0.35,0.06,0.02,0.15,12.76,0,5.02,5.38,0,0.0073,1.97,0,0.24,0.0008,0,0.03,0.34,0.26,0.03,0,0,0,0,27.3,0.28,1.07,59.43,0.33,78.12,259.35,0.0062,1.95,51.88,
230,white beans raw,67.3,0.17,0.04,0.01,0.07,12.17,0.43,4.72,3.07,0,0.0051,2.29,0,0.09,0.08,0,0.03,0.1,0.15,0.06,0,0,0.04,0.003,48.48,0.2,2.11,38.38,0.36,60.8,362.59,0.0097,0.74,70.72,
231,snap beans canned,66,0.4,0.1,0.027,0.2,15.4,0,3.5,6.6,0,0.09,415.6,0,0.1,0.036,0,0.2,0.9,0.5,0.1,14.9,0,0.6,0,105.4,0.3,4,57.1,1.5,83.4,403.9,0.057,0.9,150.2,
232,navy beans canned,296,1.1,0.3,0.073,0.5,53.6,0.7,19.7,13.4,0,1.2,184.6,0,0.4,0.2,0,0.1,1.3,0.5,0.3,1.8,0,2,0.022,123.1,0.5,4.8,123.1,1,351.1,754.6,0.003,2,217.5,
233,mung beans raw,71.8,0.24,0.07,0.03,0.08,12.96,1.37,4.94,3.37,0,0.0085,1.87,0,0.13,0.13,0,0.05,0.47,0.4,0.08,0.99,0,0.11,0.0009,27.32,0.19,1.4,39.12,0.21,75.97,257.92,0.0001,0.55,51.22,
234,adzuki beans raw,64.8,0.1,0.04,0.0034,0.02,12.39,0,3.91,2.5,0,0.006,2.65,0,0.09,0.12,0,0.04,0.52,0.29,0.07,0,0,0,0,13,0.22,0.98,25.02,0.34,75.06,247.04,0.0055,0.99,32.88,
235,black turtle beans cooked,241,0.6,0.2,0.002,0.3,45,0.6,15.1,15.4,0,0.06,121.6,0,0,0.4,0.2,0,0.1,1,0.5,0.1,0,0,1.6,0.004,101.8,0.5,5.3,90.7,0.6,281.2,801.1,0.058,76.721,
236,pink lentils raw,66.2,0.42,0.07,0.1,0.22,11.36,0,4.79,2.07,0,0.0092,2.26,0,0.1,0.04,0,0.02,0.29,0.07,0.08,0.33,0,0,0,7.87,0.25,1.45,13.82,0.27,56.45,110.98,0.003,0.75,28.29,
237,yellow beans raw,67.6,0.51,0.13,0.04,0.22,11.9,0,4.31,4.92,0,0.0046,2.18,0,0.14,0.08,0,0.06,0.48,0.14,0.09,0,0,0,0,32.54,0.13,1.37,43.51,0.25,95.65,204.23,0.0074,0.55,55.55,
238,white beans cooked,249,0.6,0.2,0.044,0.3,44.9,0.6,17.4,11.3,0,0.045,112.9,0,0,0.2,0.1,0,0.05,0.3,0.4,0.2,0,0,1.7,0.029,161.1,0.5,6.6,112.8,1.1,202.3,1004.2,0.045,74.959,
239,lentils raw,67.8,0.2,0.03,0.04,0.1,11.54,0.39,4.95,5.86,0,0.0039,2,0,0.17,0.09,0,0.04,0.5,0.41,0.1,0.84,0,0.09,0.0083,10.75,0.1,1.45,23.42,0.26,86.59,183.36,0.0048,0.92,35.59,
240,cranberry beans cooked,241,0.8,0.2,0.088,0.4,43.3,0,16.5,17.7,0,0.4,114.4,0,0,0.4,0.4,0,0.1,0.9,0.4,0.1,0,0,0,0,88.5,0.4,3.7,88.5,0.7,239,685,0.09,78.8,
241,chickpeas raw,72.8,1.21,0.13,0.27,0.54,12.13,2.14,3.86,3.48,0,0.0005,2.31,0,0.1,0.11,0,0.04,0.31,0.32,0.11,0.8,0,0.16,0.0004,21,0.17,1.25,23,0.44,73.2,175,0.0095,0.69,43.73,
242,lentils cooked,230,0.8,0.1,0.1,0.3,39.9,3.6,17.9,15.6,0,0.016,137.9,0,0,0.3,0.4,0,0.1,2.1,1.3,0.4,3,0,0.2,0.077,37.6,0.5,6.6,71.3,1,356.4,730.6,0.01,75.118,
243,baked beans canned,239,0.9,0.2,0.2,0.3,53.7,20.2,12.1,10.4,0,0.9,182.9,0,0.2,0.036,0,0.078,1.1,0.5,0.2,0,0,0.4,0.019,86.4,0.4,3,68.6,0.3,188,569,0.082,5.8,166.5,
244,cranberry beans canned,216,0.7,0.2,0.083,0.3,39.3,0,14.4,16.4,0,0.9,201.7,0,0.1,0.2,0,0.1,1.3,0.4,0.1,2.1,0,0,0,88.4,0.4,4,83.2,0.5,223.6,676,0.079,2.2,165.3,
245,black beans cooked,227,0.9,0.2,0.02,0.4,40.8,0,15.2,15,0,0.008,113.1,0,0.4,0.3,0,0.1,0.9,0.4,0.1,0,0,1.5,0.081,46.4,0.4,3.6,120.4,0.8,240.8,610.6,0.004,1.9,121.9,
246,lima beans cooked,216,0.7,0.2,0.022,0.3,39.3,5.5,14.7,13.2,0,0.012,131.2,0,0,0.3,0.2,0,0.1,0.8,0.8,0.3,0,0,0.3,0.052,32,0.4,4.5,80.8,1,208.7,955,0.027,68.6,
247,mungo beans raw,70.6,0.34,0.02,0.02,0.22,12.21,0,5.22,3.79,0,0.0004,2.24,0,0.06,0.04,0,0.05,0.3,0.19,0.06,0,0,0,0,28.57,0.2,1.57,55.27,0.32,78.45,203.48,0.0015,0.69,51.7,
248,pigeon peas raw,70.3,0.31,0.07,0.0065,0.17,12.87,0,4.45,3.08,0,0.004,2.17,0,0.13,0.09,0,0.04,0.61,0.26,0.06,0,0,0,0,26.65,0.22,1.07,37.52,0.37,75.24,285.36,0.0022,0.57,48.43,
249,fava beans canned,182,0.6,0.092,0.1,0.2,31.8,0,14,9.5,0,1.2,205.6,0,0.016,0.05,0,0.1,2.5,0.3,0.1,4.6,0,0,0,66.6,0.3,2.6,81.9,0.7,202.2,619.5,0.029,1.6,129.7,
250,yellow snap beans raw,31,0.1,0.097,0.094,0.013,7.1,0,1.8,3.4,0,0.085,90.3,0,0.005,0.002,0,0.1,0.8,0.074,0.05,16.3,0,0,0,37,0.077,1,25,0.2,38,209,0.067,0.2,66.7,
251,snap beans raw,31,0.2,0.051,0.016,0.1,7,3.3,1.8,2.7,0,0.025,90.3,0,0.02,0.061,0,0.1,0.7,0.2,0.1,12.2,0,0.4,0.066,37,0.093,1,25,0.2,38,211,0.003,0.2,61.9,
252,yellow snap beans canned,36,0.2,0.076,0.064,0.1,8.4,0,1.9,3.6,0,0.6,227.2,0,0.097,0.071,0,0.1,0.5,0.3,0.087,8.2,0,0,0,57.6,0.2,2.2,31.2,0.8,45.6,235.2,0.056,0.5,82.1,
253,pigeon peas cooked,203,0.6,0.1,0.05,0.3,39.1,0,11.4,11.3,0,0.036,115.2,0,0.2,0.2,0,0.02,1.3,0.5,0.081,0,0,0,0,72.2,0.5,1.9,77.3,0.8,199.9,645.1,0.01,1.5,136.5,
254,catjang cowpeas raw,573,3.5,0.9,0.3,1.5,99.6,0,39.8,17.9,0,0.07,18.5,0,1.1,1.1,0,0.3,4.7,2.5,0.6,2.5,0,0,0,142,1.8,16.6,556.1,2.6,731.5,2296.3,0.002,10.2,321.9,
255,navy beans cooked,255,1.1,0.2,0.3,0.9,47.4,0.7,15,19.1,0,0.4,116.1,0,0.4,0.3,0,0.1,1.2,0.5,0.3,0,0,0.08,0.002,125.6,0.4,4.3,96.5,1,262.1,708,0.012,1.9,212.5,
256,mothbeans raw,67.2,0.32,0.07,0.03,0.15,12.06,0,4.5,0,0,0.0001,1.9,0,0.11,0.13,0,0.02,0.55,0.3,0.07,0.78,0,0,0,29.4,0.13,2.13,74.68,0.36,95.84,233.44,0.0095,0.38,49.19,
257,cowpeas cooked,81,0.4,0.037,0.039,0.2,14.5,2.3,5.4,4.6,0,0.037,49,0,0,0.1,0.1,0,0.015,0.3,0.3,0.025,0.3,0,0.2,0.033,16.8,0.2,1.8,37.1,0.3,109.2,194.6,0.012,25.166,
258,mothbeans cooked,207,1,0.2,0.062,0.5,37.1,0,13.8,0,0,0.086,122.5,0,0.2,0.3,0,0.088,1.2,0.7,0.2,1.8,0,0,0,5.3,0.3,5.6,184.1,0.9,265.5,538.1,0.034,1,64.6,
259,french beans cooked,228,1.3,0.1,0.046,0.8,42.5,0,12.5,16.6,0,0.003,117.8,0,0,0.2,0.1,0,0.1,1,0.4,0.2,2.1,0,0,0,111.5,0.2,1.9,99.1,0.7,180.5,654.9,0.041,73.3,
260,lima beans raw,60.2,0.12,0.03,0.01,0.06,11.28,1.51,3.82,3.38,0,0.0078,1.81,0,0.09,0.07,0,0.04,0.27,0.24,0.09,0,0,0.13,0.0058,14.42,0.13,1.34,39.87,0.3,68.53,306.87,0.0087,0.5,34.36,
261,winged beans raw,74.4,2.97,0.42,1.09,0.79,7.59,0,5.4,4.71,0,0.009,1.52,0,0.19,0.0084,0,0.08,0.56,0.14,0.03,0,0,0,0,80.08,0.52,2.45,32.58,0.68,82.08,177.81,0.0058,0.82,103.2,
262,adzuki beans cooked,294,0.2,0.067,0.021,0.024,57,0,17.3,16.8,0,0.079,152.5,0,0,0.3,0.3,0,0.1,1.6,1,0.2,0,0,0,0,64.4,0.7,4.6,119.6,1.3,386.4,1223.6,0.022,92.2,
263,black beans raw,66.2,0.28,0.07,0.02,0.12,12.1,0.41,4.19,3.01,0,0.0065,2.14,0,0.17,0.09,0,0.04,0.38,0.17,0.06,0,0,0.04,0.0026,23.86,0.16,0.97,33.17,0.21,68.29,287.7,0.0057,0.71,44.41,
264,catjang cowpeas cooked,200,1.2,0.3,0.1,0.5,34.7,0,13.9,6.2,0,0.021,119.2,0,0,0.3,0.2,0,0.055,1.2,0.7,0.2,0.7,0,0,0,44.5,0.5,5.2,164.2,0.8,242.8,641.3,0.045,56.7,
265,baby lima beans cooked,189,0.5,0.1,0.06,0.3,35,2.5,12,10.8,0,0.064,130.2,0,0,0.1,0.003,0,0.097,1.4,0.3,0.2,10.4,0,1.2,0.06,50.4,0.4,3.5,100.8,1.5,201.6,739.8,0.079,58.952,
266,cowpeas raw,41,0.3,0.082,0.074,0.1,8.9,4.7,3.1,3.1,0,0.026,80.8,0,0.1,0.087,0,0.1,1.1,0.9,0.2,31,0,0.5,0.025,61.1,0.038,0.9,54.5,0.3,61.1,202.1,0.066,0.3,108.4,
267,shellie beans canned,74,0.5,0.034,0.07,0.3,15.2,1.5,4.3,8.3,0,0.8,222.2,0,0,0.06,0.008,0,0.1,0.5,0.3,0.1,7.6,0,0.048,0.051,71.1,0.2,2.4,36.8,0.9,73.5,267.1,0.094,28.668,
268,yardlong beans raw,579,2.2,0.6,0.2,0.9,103.4,0,40.6,18.4,0,0.057,14.1,0,1.5,1.1,0,0.4,3.6,2.6,0.6,2.7,0,0,0,230.5,1.5,14.4,564.5,2.7,933.5,1932.2,0.054,5.8,412.2,
269,pinto beans canned,197,1.3,0.3,0.3,0.5,36.4,2.4,11,11,0,0.6,187.7,0,0.1,0.03,0,0.063,0.6,0.3,0.2,1.7,0,1.4,0.09,112.8,0.4,3.5,79.2,0.8,220.8,662.4,0,1.3,177.7,
270,chickpeas cooked,269,4.2,0.4,1,1.9,45,7.9,14.5,12.5,0,0.08,98.7,0,0.2,0.3,0,0.1,0.9,0.5,0.2,2.1,0,0.6,0.024,80.4,0.6,4.7,78.7,1.7,275.5,477.2,0.031,2.5,163.4,
271,cranberry beans raw,65.3,0.24,0.06,0.02,0.1,11.71,0,4.49,4.82,0,0.0014,2.42,0,0.15,0.12,0,0.04,0.28,0.15,0.06,0,0,0,0,24.77,0.15,0.98,30.42,0.18,72.54,259.74,0.0041,0.71,47.01,
272,mungo beans cooked,189,1,0.065,0.001,0.6,33,3.6,13.6,11.5,0,0.083,130.5,0,0.3,0.2,0,0.1,2.7,0.8,0.1,1.8,0,0.3,0.092,95.4,0.3,3.2,113.4,0.7,280.8,415.8,0.042,1.5,159.5,
273,tamarinds,5,0.013,0.023,0.038,0.036,1.3,0.8,0.057,0.1,0,0.007,0.6,0,0,0.084,0.062,0,0.012,0.04,0.078,0.058,0.09,0,0.053,0.03,1.5,0.032,0.005,1.8,0,2.3,12.6,0.009,1.708,
274,yellow snap beans cooked,44,0.4,0.037,0.065,0.2,9.9,4.5,2.4,4.1,0,0.096,111.5,0,0,0.094,0.063,0,0.1,0.8,0.083,0.062,12.1,0,0.6,0.025,57.5,0.1,1.6,31.3,0.4,48.8,373.8,0.037,17.003,
275,yardlong beans cooked,202,0.8,0.2,0.027,0.3,36.1,0,14.2,6.5,0,0.059,117.6,0,0,0.4,0.2,0,0.1,0.9,0.7,0.2,0.7,0,0,0,71.8,0.4,4.5,167.6,0.8,309.5,538.7,0.012,58.2,
276,bacon beef steak,146,12.5,4.5,6.2,1.2,0.2,0.2,8.2,0,28.9,0.4,6.1,0,0.2,0.077,0.054,0.09,1.4,0.3,0.1,0,0,0,0.091,4,0.039,0.5,4.8,0.064,40.2,109,0.02,0.9,25.4,
277,lamb foreshank raw,91.2,6.07,2.64,2.49,0.48,0,0,8.58,0,32.66,0.03,30.4,0,0.05,0.0014,0.0013,0.09,2.48,0.31,0.07,0,0,0.11,0,4.99,0.05,0.76,9.98,0.0072,77.11,97.07,0.0095,2.37,20.4,
278,bacon,106,10.2,0,0,0,0.2,0.2,3.3,0,0,0.1,11.7,0,0,0,0.069,0,0,0,0,0,0,0.1,0,1,0.08,0.1,3.1,0.077,46.8,131.6,0,0.3,14.8,
279,lamb rib cooked,91.5,7.6,3.26,3.19,0.55,0,0,5.39,0,24.74,0.02,12.21,0,0.02,0.0084,0.0082,0.05,1.72,0.16,0.03,0,0,0.03,0,5.61,0.03,0.41,5.1,0.0001,42.33,69.11,0.0065,0.89,19.01,
280,lamb shank raw,91.2,6.12,2.63,2.51,0.49,0,0,8.43,0,30.39,0.03,30.47,0,0.06,0.0033,0.0002,0.1,2.82,0.31,0.07,0,0,0.1,0,3.63,0.05,0.78,10.89,0.0056,80.74,118.39,0.0068,1.59,18.96,
281,scrapple,60,3.9,1.3,1.7,0.5,4,0.063,2.3,0.052,13.9,0.1,17.7,0.2,0.091,0.032,0.011,0.049,0.6,0,0.03,0.7,0.075,0.039,0.057,2,0.024,0.5,3.7,0,21.5,44.7,0.017,0.3,13.63,
282,chicken nuggets,61,4.1,0.7,1.5,1.3,3,0.039,3.2,0.2,8.6,0.1,9.3,0.015,0.011,0.041,0.064,0.049,0.054,1.2,0.2,0.095,0.1,0.01,0.2,0.058,2.2,0.091,0.2,4.8,0.023,54.4,50.2,0.009,10.792,
283,ground lamb cooked,88.6,6.15,2.54,2.6,0.44,0,0,7.75,0,30.36,0.03,17.24,0,0.03,0.0062,0.0064,0.08,2.1,0.21,0.04,0,0.0079,0.04,0.0003,6.89,0.04,0.56,7.51,0.0071,62.91,106.11,0.0024,1.46,21.35,
284,lamb meat cooked,67.8,4.5,1.86,1.91,0.32,0,0,6.38,0,24,0.02,13.96,0,0.03,0.0013,0.0068,0.07,1.64,0.17,0.04,0,0,0,0,4,0.03,0.48,6,0.007,48.25,79.5,0.0026,1.19,15.36,
285,meat extender,275,2.6,0.4,0.6,1.5,33.7,0,33.5,15.4,0,0.041,6.6,0,0.6,0.2,0.065,0.8,19.4,1.3,1.2,0,0,0,0,179.5,0.3,10.6,190.1,0.2,562.3,1673.8,0.038,1.9,275.3,
286,lamb leg raw,104.3,7.74,3.37,3.18,0.61,0,0,8.12,0,31.3,0.03,29.18,0,0.06,0.0055,0.0042,0.1,2.84,0.31,0.07,0,0,0.1,0,4.08,0.05,0.75,10.43,0.009,77.11,112.95,0.0025,1.51,20.69,
287,lamb loin cooked,202,14.8,6.3,6.2,1.1,0,0,16.1,0,64,0.089,33,0,0.034,0.003,0.014,0.2,4.5,0.4,0.013,0,0.024,0.087,0.062,12.8,0.068,1.2,15.4,0.09,125.4,209.3,0.039,2.2,44.9,
288,chicken patty,172,11.7,2.2,5,2.9,7.7,0,8.9,0.2,25.8,0.3,30.5,0,0.067,0.063,0.072,0.042,2.9,0.7,0.1,0,0,0.8,0.082,11.4,0.056,0.6,14.4,0.2,124.8,156.6,0.014,0.6,40.5,
289,lamb shank roasted,60.5,3.35,1.37,1.42,0.24,0,0,7.1,0,24.21,0.02,16.32,0,0.03,0.0085,0.0051,0.07,1.76,0.19,0.04,0,0,0.04,0,2.69,0.03,0.53,6.73,0.0089,53.26,87.69,0.0057,1.25,13.67,
290,barbecue loaf,40,2,0.7,1,0.2,1.5,0,3.6,0,8.5,0.3,14.9,0,0.042,0.038,0.039,0.086,0.5,0.4,0.07,0,0.099,0,0,12.7,0.029,0.3,3.9,0.089,30.4,75.7,0.009,0.6,20.1,
291,lamb sirloin cooked,76.5,5.42,2.29,2.28,0.39,0,0,6.45,0,25.41,0.02,14.18,0,0.03,0.0086,0.0086,0.07,1.73,0.18,0.04,0,0,0.03,0,2.88,0.03,0.52,5.76,0.0028,47.95,78.86,0.0089,1.08,15.27,
292,poultry salad,26,1.8,0.4,0.4,0.8,1,0,1.5,0,3.9,0.079,8.6,0.084,0.066,0.093,0.037,0.081,0.2,0.011,0.009,0.1,0.063,0.3,0,1.3,0.072,0.097,1.3,0.049,4.3,23.8,0.024,0.1,5.781,
293,ground lamb raw,80,6.6,2.9,2.7,0.5,0,0,4.7,0,20.7,0.05,16.8,0,0.021,0.012,0.01,0.055,1.7,0.2,0.022,0,0.028,0.044,0.06,4.5,0.099,0.4,5.9,0.017,44.4,62.8,0.07,1,16.2,
294,lamb loin raw,88,7.5,3.3,3.1,0.6,0,0,4.6,0,20.9,0.003,16,0,0.088,0.003,0.065,0.061,1.8,0.2,0.074,0,0,0.042,0,4.2,0.049,0.5,5.9,0.027,43,60.6,0.023,0.7,16.8,
295,lamb sirloin raw,123.4,10.03,4.41,4.12,0.78,0,0,7.68,0,32.66,0.03,27.35,0,0.05,0.0027,0.0072,0.1,2.88,0.32,0.06,0,0,0.1,0,4.54,0.05,0.73,9.98,0.0024,72.12,104.78,0.0056,1.4,22.98,
296,sausage patty mcdonalds,115,11.2,3.6,4.7,1.4,0.4,0.1,4.3,0,20.9,0.2,11.7,0,0.008,0,0.025,0.01,1.3,0.2,0.077,0,0,0,0,6.5,0.017,0.3,4.5,0.038,39.6,75.8,0,0.4,22.7,
297,lamb foreshank cooked,360,19.9,8.3,8.4,1.4,0,0,42,0,156.9,0.1,84.1,0,0.087,0.026,0.008,0.3,8.1,0.9,0.1,0,0.002,0.3,0.091,29.6,0.2,3.2,32.6,0.024,245.7,380.4,0.087,11.4,94.7,
298,ham salad,97,7,2.3,3.2,1.2,4.8,0,3.9,0,16.7,0.5,28.2,0,0.2,0.084,0.039,0.006,0.9,0.1,0.047,0,0.012,0.8,0,3.6,0.065,0.3,4.5,0.083,54,67.5,0.059,0.5,19.6,
299,lamb rib raw,168.7,15.6,6.88,6.41,1.22,0,0,6.59,0,34.47,0.03,23.04,0,0.05,0.0044,0.0009,0.09,2.76,0.28,0.05,0,0,0.08,0,6.8,0.04,0.63,8.16,0.0015,62.14,86.18,0.0019,1.23,29.62,
300,lamb shoulder raw,119.8,9.73,4.21,3.99,0.78,0,0,7.52,0,32.66,0.03,27.85,0,0.05,0.0035,0.007,0.1,2.57,0.31,0.06,0,0.0015,0.1,0.0041,7.26,0.04,0.68,9.53,0.0023,71.67,104.33,0.002,1.79,25.19,
301,lamb meat raw,110.2,8.46,3.66,3.47,0.67,0,0,7.96,0,31.75,0.03,28.65,0,0.05,0.0016,0.0021,0.1,2.75,0.31,0.06,0,0,0,0,5.44,0.05,0.73,9.98,0.001,75.3,108.41,0.0078,1.6,22.59,
302,lamb shoulder cooked,75,5.35,2.25,2.19,0.44,0,0,6.25,0,25.29,0.02,9.85,0,0.02,0.0041,0.0024,0.05,1.38,0.13,0.02,0,0,0.03,0,5.45,0.03,0.52,5.23,0.004,40.55,54.06,0.0094,1.39,17.57,
303,mutton cooked,66,3.1,1.5,1.3,0.2,0.027,0,9.5,0,30.8,0.07,15.3,0,0.036,0,0.066,0.027,1.8,0.3,0.1,0,0,0.2,0,2.8,0.068,1.3,8.8,0,77,115.7,0.094,1.7,16.744,
304,lamb leg cooked,68.4,4.37,1.83,1.84,0.31,0,0,6.77,0,24.65,0.02,15.23,0,0.03,0.0058,0.0065,0.07,1.75,0.18,0.04,0,0.0099,0.04,0.0025,2.92,0.03,0.52,6.36,0.0071,50.62,82.95,0.0064,1.17,14.58,
305,beef stick,110,9.9,4.2,4.1,0.9,1.1,0,4.3,0,26.6,0.3,3.8,0,0.071,0,0.002,0.063,0.9,0.016,0.024,1.4,0,0,0,13.6,0.097,0.7,4.2,0.007,36,51.4,0,0.5,31,
306,veal sirloin cooked,517,26.9,10.6,10.6,1.8,0,0,64.1,0,221.4,0.2,111.7,0,0.1,0.032,0.048,0.7,13.5,2.1,0.7,0,0,0.8,0,34.9,0.3,2.5,55.4,0.072,498.2,658.1,0.058,8.9,128.4,
307,veal rib cooked,444,22.2,8.8,8.2,1.7,0,0,57.4,0,246,0.2,94.4,0,0.033,0.058,0.057,0.5,13.3,1.9,0.6,0,0,0.6,0.092,38.9,0.2,2.5,44.3,0.076,371.7,541.6,0.046,9.9,121,
308,veal meat cooked,483,23.8,8.9,9.2,1.7,0,0,62.9,0,238.3,0.2,119.3,0,0.1,0.064,0.057,0.7,16.7,2.6,0.6,0,0,0.8,0.069,46,0.2,2.4,54.3,0.084,499.5,679.3,0.061,9.9,135.1,
309,beef rib roasted,238,19.1,7.7,8.2,0.7,0,0,15.4,0,57,0.01,32,0,0.049,0.075,0.031,0.1,2.5,0.2,0.2,0,0.037,0.2,0.015,6.7,0.086,1.6,13.4,0.062,115.9,196.3,0.01,3.9,42.8,
310,veal sirloin raw,68.9,3.54,1.52,1.38,0.23,0,0,8.65,0,35.38,0.03,32.59,0,0.04,0.0016,0.0004,0.14,3.83,0.62,0.22,0,0,0.11,0.0093,4.99,0.05,0.35,10.89,0.01,94.8,149.23,0.0004,1.16,17.53,
311,beef top loin filet grilled,323,19,6.5,8.6,0.6,0.8,0,37,0,116.1,0.1,76.7,0.9,0.063,0.1,0.018,0.016,0.4,5.6,0,0.6,0,0.03,0,0.019,9.5,0.2,4.5,36.5,0,318.6,507.6,0.077,58.507,
312,beef under blade steak cooked,98.3,4.67,1.79,2.26,0.23,0,0,14.08,0,48.04,0.03,26.09,0.19,0.0002,0.03,0.003,0.0068,0.11,1.79,0.35,0.15,0,0.0022,0.04,0.0044,6.29,0.05,1.44,9.88,0.0085,92.94,138.29,0.02,19.1483,
313,mock tender steak raw,244,8.3,3.6,4.3,0.7,0,0,42.2,0,132.7,0.2,145.9,0.069,0.2,0.085,0.011,0.4,7.1,1.7,0.8,0,0.055,0.4,0.099,21.8,0.2,4.8,49.5,0.087,445.5,685.1,0.032,15.8,77.128,
314,ground beef cooked,375,24.8,10,12,0.7,0,0,35.5,0,122.3,0.1,77.5,1.6,0,0.007,0.098,0.06,0.3,6.8,1.1,0.6,0,0,0.7,0.052,57,0.1,3.4,27.8,0.044,280.8,455.9,0.081,62.697,
315,ground beef raw,150.6,13.61,5.12,5.97,0.32,0,0,6.51,0,35.38,0.03,24.67,0,0.02,0.0071,0.0004,0.06,1.53,0.19,0.13,0,0,0.22,0.0004,10.89,0.02,0.74,6.35,0.0045,59.88,98.88,0.0001,1.62,31.75,
316,beef diced asda,48,0.7,0.3,0,0,10.5,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,
317,veal rib raw,73.5,4.09,1.68,1.56,0.29,0,0,8.55,0,37.2,0.04,32.27,0,0.03,0.0082,0.0085,0.1,3.03,0.51,0.19,0,0,0.1,0,5.9,0.05,0.39,9.98,0.01,83.46,131.54,0.0045,1.47,18.93,
318,ground veal raw,41,1.9,0.8,0.7,0.1,0,0,5.5,0,23.2,0.029,20.6,0,0.093,0.005,0.045,0.095,2.1,0.4,0.1,0,0,0.086,0,4.2,0.048,0.2,6.8,0.026,57.4,89.1,0.076,0.9,11.8,
319,t bone steak cooked,104.9,7.41,3.03,3.33,0.33,0,0,8.93,0,30.13,0.02,19.78,0.46,0,0.02,0.0042,0.0046,0.08,1.99,0.11,0.24,0,0.0095,0,0,6.9,0.02,1.18,6.53,0.0001,72.96,90.02,0.0041,17.06,
320,veal leg round raw,531,14,5.4,5.1,1.1,0,0,95.2,0,353.8,0.3,339.3,0,0.4,0.064,0.019,1.2,42.7,4.9,2.1,0,0,1.4,0.03,22.7,0.5,3.6,117.9,0.1,997.9,1664.7,0.005,10.4,135.5,
